id,name,email,phone_number,date_of_birth,valid_email,email_correction_status,valid_phone,phone_correction_status,valid_dob,dob_correction_status
437,zznaefl,ziwhsdyqtmL,2660341i,1976-44-91,invalid@example.com,non-correctable,00000000,non-correctable,1976-44-91,valid
438,pnjwfiv,foxtitqiwwz,5452949o,1986-56-80,invalid@example.com,non-correctable,00000000,non-correctable,1986-56-80,valid
439,ldogrdc,unnzibcckzd,6467525l,1990-39-51,invalid@example.com,non-correctable,00000000,non-correctable,1990-39-51,valid
440,qbhlqdi,vkiteiuxauV,1430616H,1986-59-60,invalid@example.com,non-correctable,00000000,non-correctable,1986-59-60,valid
441,aovgsdq,bsoekevfmid,5180823q,1979-33-82,invalid@example.com,non-correctable,00000000,non-correctable,1979-33-82,valid
445,vuueaby,xtgocqpxajY,1851245V,1991-29-81,invalid@example.com,non-correctable,00000000,non-correctable,1991-29-81,valid
447,qomludp,dnnkmnspsgr,1281543o,1990-97-32,invalid@example.com,non-correctable,00000000,non-correctable,1990-97-32,valid
449,hzsybvi,yckesbqhdcR,4049552r,1976-58-76,invalid@example.com,non-correctable,00000000,non-correctable,1976-58-76,valid
450,jajelpf,owvnqdugebp,9992062K,1999-49-50,invalid@example.com,non-correctable,00000000,non-correctable,1999-49-50,valid
451,zhmqapl,hroahootqgX,7999354X,1991-40-73,invalid@example.com,non-correctable,00000000,non-correctable,1991-40-73,valid
456,gqqofdn,mvrhaaqyure,9365732b,1980-89-74,invalid@example.com,non-correctable,00000000,non-correctable,1980-89-74,valid
457,horcqli,vqrjffsqepi,5832045i,2000-22-69,invalid@example.com,non-correctable,00000000,non-correctable,2000-22-69,valid
458,ogyvfrk,fydaybtqcyH,2593399t,1982-83-49,invalid@example.com,non-correctable,00000000,non-correctable,1982-83-49,valid
461,tquxoli,wqgplxzwhfu,8722490g,1981-23-96,invalid@example.com,non-correctable,00000000,non-correctable,1981-23-96,valid
462,jedpflt,nfipwraaffc,2451367I,1985-15-65,invalid@example.com,non-correctable,00000000,non-correctable,1985-15-65,valid
469,rthigsu,gljmjruwimy,2631223N,1978-14-69,invalid@example.com,non-correctable,00000000,non-correctable,1978-14-69,valid
471,kevmxjl,mdtymzqswqn,9829126M,1999-51-36,invalid@example.com,non-correctable,00000000,non-correctable,1999-51-36,valid
474,nrxnorw,kcsawbgtquG,6426110Y,1998-14-47,invalid@example.com,non-correctable,00000000,non-correctable,1998-14-47,valid
475,jgufbht,qaazgnvknsS,3208550O,1985-33-58,invalid@example.com,non-correctable,00000000,non-correctable,1985-33-58,valid
476,opavgsv,bperbnftdhi,9318891T,1978-90-75,invalid@example.com,non-correctable,00000000,non-correctable,1978-90-75,valid
479,ykgzkxs,mbsduslkofx,6148460G,1979-31-72,invalid@example.com,non-correctable,00000000,non-correctable,1979-31-72,valid
481,desvxbh,kkiqydchtuM,0980859J,1986-40-63,invalid@example.com,non-correctable,00000000,non-correctable,1986-40-63,valid
482,zzdnkpx,fkesoneyteJ,8732238E,1984-82-76,invalid@example.com,non-correctable,00000000,non-correctable,1984-82-76,valid
483,cleobff,sxjrtmoumtI,1815201e,1981-57-70,invalid@example.com,non-correctable,00000000,non-correctable,1981-57-70,valid
484,bdypauk,zebexatzwen,3997315h,1995-48-91,invalid@example.com,non-correctable,00000000,non-correctable,1995-48-91,valid
485,ggtnyox,kgzvbjipaiU,2018495t,1988-35-75,invalid@example.com,non-correctable,00000000,non-correctable,1988-35-75,valid
487,xohnqvg,luhmxwetbrP,2687709o,1982-28-88,invalid@example.com,non-correctable,00000000,non-correctable,1982-28-88,valid
488,lnsqwac,pessemhxvni,1466563j,1993-98-65,invalid@example.com,non-correctable,00000000,non-correctable,1993-98-65,valid
489,rbykoxz,svfyktoudaw,4561843T,1993-22-79,invalid@example.com,non-correctable,00000000,non-correctable,1993-22-79,valid
493,jwoobek,ietltxeilfz,9708812n,1972-24-90,invalid@example.com,non-correctable,00000000,non-correctable,1972-24-90,valid
495,ozlzpsv,kmomxcdlhzt,6702563l,1983-88-73,invalid@example.com,non-correctable,00000000,non-correctable,1983-88-73,valid
496,gsmjsqf,ucsyunuxzyG,4429129B,1993-60-75,invalid@example.com,non-correctable,00000000,non-correctable,1993-60-75,valid
499,opmgsjd,pkntsbguzkE,5132357X,1985-17-45,invalid@example.com,non-correctable,00000000,non-correctable,1985-17-45,valid
504,ndokvye,ibxwpyyxyht,7289311B,1992-42-51,invalid@example.com,non-correctable,00000000,non-correctable,1992-42-51,valid
506,ybytqlm,ydaauyrxnkL,0301458E,1985-39-62,invalid@example.com,non-correctable,00000000,non-correctable,1985-39-62,valid
508,svwipdl,ntesqyasrnM,3103940D,1997-68-97,invalid@example.com,non-correctable,00000000,non-correctable,1997-68-97,valid
510,kinizyx,dtsullmajyo,1888706j,1989-47-40,invalid@example.com,non-correctable,00000000,non-correctable,1989-47-40,valid
512,lerbcmo,wfdpenahqbS,7280576P,1998-99-98,invalid@example.com,non-correctable,00000000,non-correctable,1998-99-98,valid
514,mlwifes,kroqsfbyzuO,8902588o,1993-88-55,invalid@example.com,non-correctable,00000000,non-correctable,1993-88-55,valid
515,lentquu,cngwqxpyvbh,4332582F,1992-69-79,invalid@example.com,non-correctable,00000000,non-correctable,1992-69-79,valid
516,xkoltwu,mkylusuiqwo,3132732N,1997-22-80,invalid@example.com,non-correctable,00000000,non-correctable,1997-22-80,valid
520,qbgjocc,vdngbzwurfg,7848704S,1985-14-62,invalid@example.com,non-correctable,00000000,non-correctable,1985-14-62,valid
523,nxheapo,pgtztyrfhzv,0399201j,1974-72-60,invalid@example.com,non-correctable,00000000,non-correctable,1974-72-60,valid
524,quybaib,wcxesndobjI,2257024S,1979-52-82,invalid@example.com,non-correctable,00000000,non-correctable,1979-52-82,valid
525,ovnwenw,tzrqpeguosS,2904888l,1977-92-36,invalid@example.com,non-correctable,00000000,non-correctable,1977-92-36,valid
529,hpvscys,fzmikorbslQ,8761655o,1991-29-89,invalid@example.com,non-correctable,00000000,non-correctable,1991-29-89,valid
530,iletmug,wgdaqbgippl,9548086T,1991-65-60,invalid@example.com,non-correctable,00000000,non-correctable,1991-65-60,valid
534,eurhdbm,iuniqpnlkdC,1602669U,1992-72-53,invalid@example.com,non-correctable,00000000,non-correctable,1992-72-53,valid
535,rkmsozj,ilvsuumcdmp,8300913c,1982-56-81,invalid@example.com,non-correctable,00000000,non-correctable,1982-56-81,valid
536,tlbztwt,hyoroiqoskQ,0836202y,1988-61-96,invalid@example.com,non-correctable,00000000,non-correctable,1988-61-96,valid
538,dqixxal,wfbjudkbxfB,3851015E,1990-87-41,invalid@example.com,non-correctable,00000000,non-correctable,1990-87-41,valid
541,xcflbay,mpicerdvtlY,8099725f,1980-96-90,invalid@example.com,non-correctable,00000000,non-correctable,1980-96-90,valid
545,kjqavxj,hhbcraozlkt,4333461k,1976-74-68,invalid@example.com,non-correctable,00000000,non-correctable,1976-74-68,valid
546,dzsgfnj,fgovfsewtgB,0378023h,1974-45-56,invalid@example.com,non-correctable,00000000,non-correctable,1974-45-56,valid
548,fcahepk,ztzizkxxhsd,3640616t,1987-81-40,invalid@example.com,non-correctable,00000000,non-correctable,1987-81-40,valid
550,jnxrzrb,ulwcbvkeybJ,4785948u,1982-83-78,invalid@example.com,non-correctable,00000000,non-correctable,1982-83-78,valid
551,zgzhigi,elvmzvdmwfo,2641056o,1984-68-38,invalid@example.com,non-correctable,00000000,non-correctable,1984-68-38,valid
552,tmpezqb,htburhyophJ,7891570H,1985-48-86,invalid@example.com,non-correctable,00000000,non-correctable,1985-48-86,valid
553,dssmhbn,pjtqcqentpT,5524887T,1985-93-80,invalid@example.com,non-correctable,00000000,non-correctable,1985-93-80,valid
554,vuyxccj,rqvsrgeuqjm,1651205F,1980-23-43,invalid@example.com,non-correctable,00000000,non-correctable,1980-23-43,valid
557,ypmacnn,kbxozljcrcA,8763148K,1990-70-79,invalid@example.com,non-correctable,00000000,non-correctable,1990-70-79,valid
559,aymvqsy,keerkqtxxxl,9952493D,1996-18-39,invalid@example.com,non-correctable,00000000,non-correctable,1996-18-39,valid
560,layrvly,qkevuxzbrtp,3530409W,2000-39-91,invalid@example.com,non-correctable,00000000,non-correctable,2000-39-91,valid
564,vazfcxg,qivedxzpmkf,0322941h,1979-60-62,invalid@example.com,non-correctable,00000000,non-correctable,1979-60-62,valid
566,dcxmlab,irhsivtlqnN,4253602M,1973-14-62,invalid@example.com,non-correctable,00000000,non-correctable,1973-14-62,valid
567,nyevmnw,ggxlgykkpvP,4054140N,1998-85-57,invalid@example.com,non-correctable,00000000,non-correctable,1998-85-57,valid
568,upontdz,ntxgyjpzstS,8386292x,1983-84-63,invalid@example.com,non-correctable,00000000,non-correctable,1983-84-63,valid
569,vbjeotj,ajtwprtacpb,8921991j,1970-32-44,invalid@example.com,non-correctable,00000000,non-correctable,1970-32-44,valid
570,ivcximt,iaibwqqhbvk,4730643o,1978-26-45,invalid@example.com,non-correctable,00000000,non-correctable,1978-26-45,valid
571,ofbqsux,mkagbeafcew,8623031g,1991-72-74,invalid@example.com,non-correctable,00000000,non-correctable,1991-72-74,valid
573,yietvng,yugrvamlpbu,3087374z,1997-88-79,invalid@example.com,non-correctable,00000000,non-correctable,1997-88-79,valid
575,eqyjbjk,vwskrjaxqjc,0695047X,1996-71-80,invalid@example.com,non-correctable,00000000,non-correctable,1996-71-80,valid
576,rlhsjon,snnpebhjimc,7977546e,1999-59-78,invalid@example.com,non-correctable,00000000,non-correctable,1999-59-78,valid
579,zogbqej,jgyyfvcdikt,6660389k,1978-41-83,invalid@example.com,non-correctable,00000000,non-correctable,1978-41-83,valid
582,mbixewg,rzqklxusvup,1515748K,1995-75-42,invalid@example.com,non-correctable,00000000,non-correctable,1995-75-42,valid
583,sedvvke,purfmpvvekZ,1875051e,1999-46-42,invalid@example.com,non-correctable,00000000,non-correctable,1999-46-42,valid
584,yiuiovj,krnvbpzkfkX,0181116c,1982-86-43,invalid@example.com,non-correctable,00000000,non-correctable,1982-86-43,valid
585,tsbyxge,iebjbjdrrbm,6906314m,1996-32-94,invalid@example.com,non-correctable,00000000,non-correctable,1996-32-94,valid
587,oemwfzn,lnxhsusnxsm,1440023i,1973-63-79,invalid@example.com,non-correctable,00000000,non-correctable,1973-63-79,valid
589,piexybg,prvxbahclkO,4091624h,1970-25-60,invalid@example.com,non-correctable,00000000,non-correctable,1970-25-60,valid
591,egetkwj,boucsxxaajv,6766725W,2000-14-81,invalid@example.com,non-correctable,00000000,non-correctable,2000-14-81,valid
593,etabtmw,bswdkqdmzfx,1069083G,2000-15-78,invalid@example.com,non-correctable,00000000,non-correctable,2000-15-78,valid
594,ydcpuil,dfvxwcbonyJ,3819827C,1991-92-86,invalid@example.com,non-correctable,00000000,non-correctable,1991-92-86,valid
600,qiakpjc,rdokabhbkmS,3771650z,1988-20-44,invalid@example.com,non-correctable,00000000,non-correctable,1988-20-44,valid
601,mhjlohj,jpqstsivwbL,5565862c,1998-80-48,invalid@example.com,non-correctable,00000000,non-correctable,1998-80-48,valid
602,lxyfncx,cfxzveitugw,7952163v,1970-95-63,invalid@example.com,non-correctable,00000000,non-correctable,1970-95-63,valid
603,biezkiz,mhbwhlbsdnh,7320648f,1987-16-77,invalid@example.com,non-correctable,00000000,non-correctable,1987-16-77,valid
604,bjoaqpe,xruzppxjxyt,4018868O,1976-32-73,invalid@example.com,non-correctable,00000000,non-correctable,1976-32-73,valid
607,kwoxooh,eslcdguckes,7662427D,1991-54-88,invalid@example.com,non-correctable,00000000,non-correctable,1991-54-88,valid
610,evrqhlt,zpckkedmuaA,6373116h,1979-15-84,invalid@example.com,non-correctable,00000000,non-correctable,1979-15-84,valid
615,lakvykx,zhcxclnjoqG,5942587h,1974-79-34,invalid@example.com,non-correctable,00000000,non-correctable,1974-79-34,valid
621,pjyhgwu,mergnwddtwR,3198050O,1973-68-81,invalid@example.com,non-correctable,00000000,non-correctable,1973-68-81,valid
623,tuoghco,xklvdxgyoku,9024692z,1984-69-46,invalid@example.com,non-correctable,00000000,non-correctable,1984-69-46,valid
625,sraisos,jrxgswtzkfx,3001759O,1990-32-89,invalid@example.com,non-correctable,00000000,non-correctable,1990-32-89,valid
626,yujrluf,jtfsrrqhuct,7152436N,1993-43-73,invalid@example.com,non-correctable,00000000,non-correctable,1993-43-73,valid
627,fojzqfk,wtxmsbbtufY,2667080l,1985-65-94,invalid@example.com,non-correctable,00000000,non-correctable,1985-65-94,valid
628,ltlwzvl,gtfgbgwsjgR,0275436v,1989-81-48,invalid@example.com,non-correctable,00000000,non-correctable,1989-81-48,valid
629,jihxtdy,ysthuwtgdmf,6683295H,1988-80-39,invalid@example.com,non-correctable,00000000,non-correctable,1988-80-39,valid
631,saocqgz,saqlynezdxK,4360410X,1970-53-42,invalid@example.com,non-correctable,00000000,non-correctable,1970-53-42,valid
632,ajdlubf,xobxpnywkbF,3333205f,1988-72-33,invalid@example.com,non-correctable,00000000,non-correctable,1988-72-33,valid
636,orzzhra,tjwswsqtjux,0703550W,1992-77-43,invalid@example.com,non-correctable,00000000,non-correctable,1992-77-43,valid
637,rwqbmlb,zwhcpmbguhl,9506187l,1973-97-66,invalid@example.com,non-correctable,00000000,non-correctable,1973-97-66,valid
640,wadhiby,kcilgpzsonb,8222014N,1976-44-65,invalid@example.com,non-correctable,00000000,non-correctable,1976-44-65,valid
641,mwpcdwl,fumtszifcfP,5535304C,1979-14-48,invalid@example.com,non-correctable,00000000,non-correctable,1979-14-48,valid
642,rtlwasb,tflmoivdvyx,9578286y,1991-72-39,invalid@example.com,non-correctable,00000000,non-correctable,1991-72-39,valid
644,etxrcwf,iosuhjqoiss,0213697j,1997-27-66,invalid@example.com,non-correctable,00000000,non-correctable,1997-27-66,valid
645,wfzwuds,opytihnygaQ,5733574d,1981-59-77,invalid@example.com,non-correctable,00000000,non-correctable,1981-59-77,valid
646,btzgvnm,otvyytxjpko,4930018e,1976-82-41,invalid@example.com,non-correctable,00000000,non-correctable,1976-82-41,valid
647,ygddtfp,wzcrodnibcb,7632750g,1978-83-79,invalid@example.com,non-correctable,00000000,non-correctable,1978-83-79,valid
648,gkpfoyh,jyfnlaeoubX,1835540g,1977-89-47,invalid@example.com,non-correctable,00000000,non-correctable,1977-89-47,valid
649,twbjcyu,fwvncrioqqC,6411804W,1999-98-70,invalid@example.com,non-correctable,00000000,non-correctable,1999-98-70,valid
651,xqkrayn,nrxahiauwwo,4682066e,1970-36-93,invalid@example.com,non-correctable,00000000,non-correctable,1970-36-93,valid
652,yybqtul,ltgnbslkqtD,7649128O,1983-44-93,invalid@example.com,non-correctable,00000000,non-correctable,1983-44-93,valid
654,xliwafh,hchvvjkbeeT,6356192I,1997-47-84,invalid@example.com,non-correctable,00000000,non-correctable,1997-47-84,valid
656,bjvjvzx,dmyafstkbrk,0298476t,1971-92-76,invalid@example.com,non-correctable,00000000,non-correctable,1971-92-76,valid
657,mhsghme,jaqrvnonxeb,2899527y,1991-61-52,invalid@example.com,non-correctable,00000000,non-correctable,1991-61-52,valid
658,iwwhxew,qaqfbmamsor,0238664H,1971-15-67,invalid@example.com,non-correctable,00000000,non-correctable,1971-15-67,valid
659,dgbsxyw,abujanadkuh,3045275G,1999-60-42,invalid@example.com,non-correctable,00000000,non-correctable,1999-60-42,valid
662,vnumbro,wsxmrtmyguf,6437749T,1990-91-65,invalid@example.com,non-correctable,00000000,non-correctable,1990-91-65,valid
663,mdpngji,kkvskiytlrL,8953702V,1975-98-54,invalid@example.com,non-correctable,00000000,non-correctable,1975-98-54,valid
665,ojyvwts,sithgzfmliK,3360510J,1982-96-44,invalid@example.com,non-correctable,00000000,non-correctable,1982-96-44,valid
666,dnksgyj,amwuaivimdD,0115743U,1994-47-56,invalid@example.com,non-correctable,00000000,non-correctable,1994-47-56,valid
667,bosseyy,dtnkswvnqnH,8866594l,1987-88-68,invalid@example.com,non-correctable,00000000,non-correctable,1987-88-68,valid
668,xfkggeq,faellhtaddn,4334428d,1990-23-78,invalid@example.com,non-correctable,00000000,non-correctable,1990-23-78,valid
669,bqcltnw,dryicgwidbI,2035421Y,1982-24-36,invalid@example.com,non-correctable,00000000,non-correctable,1982-24-36,valid
671,dlzfuoc,dlkenzprwbq,5736577Z,1992-83-64,invalid@example.com,non-correctable,00000000,non-correctable,1992-83-64,valid
672,vdhrxci,wkkomtrqxvL,6551938b,1985-14-34,invalid@example.com,non-correctable,00000000,non-correctable,1985-14-34,valid
673,qfnwcjw,osddtfbgvxE,3524372v,1988-25-76,invalid@example.com,non-correctable,00000000,non-correctable,1988-25-76,valid
676,odgvgld,jgamjhloxqM,1784347p,1982-81-46,invalid@example.com,non-correctable,00000000,non-correctable,1982-81-46,valid
679,qhksqfi,vkivfujxjpc,5028739X,1982-34-44,invalid@example.com,non-correctable,00000000,non-correctable,1982-34-44,valid
681,cyftaug,clkukkcequM,7820115r,1983-46-33,invalid@example.com,non-correctable,00000000,non-correctable,1983-46-33,valid
682,jhljcyu,gkalrrifrtU,6646867y,1989-16-83,invalid@example.com,non-correctable,00000000,non-correctable,1989-16-83,valid
683,ogiwobk,mhtdhwjfuyJ,7762841k,1971-21-79,invalid@example.com,non-correctable,00000000,non-correctable,1971-21-79,valid
684,tvecqxn,arefmoecvzi,8436888Z,1982-48-43,invalid@example.com,non-correctable,00000000,non-correctable,1982-48-43,valid
686,wihkfmz,naacbuhzulA,9051449C,1971-20-98,invalid@example.com,non-correctable,00000000,non-correctable,1971-20-98,valid
694,tpwvjqs,qjtbwawbbjj,4163752v,1980-62-36,invalid@example.com,non-correctable,00000000,non-correctable,1980-62-36,valid
695,dxdfngm,yzmuhafyarE,3444040h,1995-21-92,invalid@example.com,non-correctable,00000000,non-correctable,1995-21-92,valid
696,ufupqdk,inoexnnhqim,9149468o,2000-84-43,invalid@example.com,non-correctable,00000000,non-correctable,2000-84-43,valid
697,zzmdnjl,zivpyjzaeeX,9706129q,1990-91-72,invalid@example.com,non-correctable,00000000,non-correctable,1990-91-72,valid
699,hbztmyj,agbwniavvwV,6783757y,1971-64-71,invalid@example.com,non-correctable,00000000,non-correctable,1971-64-71,valid
700,quhsbdi,kqjpirqnyhu,7552809m,1979-50-94,invalid@example.com,non-correctable,00000000,non-correctable,1979-50-94,valid
703,gbsjyqk,epewdohwxzf,5984268s,1984-16-99,invalid@example.com,non-correctable,00000000,non-correctable,1984-16-99,valid
704,zxkymic,zicimebsagF,1276552o,1991-71-95,invalid@example.com,non-correctable,00000000,non-correctable,1991-71-95,valid
705,sxahafo,tdtiblxhkjZ,6783134u,1981-71-32,invalid@example.com,non-correctable,00000000,non-correctable,1981-71-32,valid
707,sscrdpr,hevuewucmly,5805755t,1979-85-47,invalid@example.com,non-correctable,00000000,non-correctable,1979-85-47,valid
709,yaeswdu,mzvsuqtmkls,7157697o,1977-83-73,invalid@example.com,non-correctable,00000000,non-correctable,1977-83-73,valid
710,xuuocyn,izaiynvmmmn,3508129D,1993-13-59,invalid@example.com,non-correctable,00000000,non-correctable,1993-13-59,valid
711,wokzfcd,fqliouazhml,3878021w,1988-81-79,invalid@example.com,non-correctable,00000000,non-correctable,1988-81-79,valid
713,pamuzbz,dnzgekrdluG,3207604y,1991-30-39,invalid@example.com,non-correctable,00000000,non-correctable,1991-30-39,valid
714,ixdzgak,vtlgzmiglzC,6565600b,1971-76-47,invalid@example.com,non-correctable,00000000,non-correctable,1971-76-47,valid
715,cfgtxzo,lkzkxuiddlx,0965284Y,2000-85-87,invalid@example.com,non-correctable,00000000,non-correctable,2000-85-87,valid
716,voehopf,pikmkopzvea,6982909o,1998-24-38,invalid@example.com,non-correctable,00000000,non-correctable,1998-24-38,valid
720,sqshsir,ovnwozxqjmN,4997213c,1991-40-67,invalid@example.com,non-correctable,00000000,non-correctable,1991-40-67,valid
721,vbarfxy,becieuxslcz,3322394H,2000-85-63,invalid@example.com,non-correctable,00000000,non-correctable,2000-85-63,valid
722,jlsllke,cneidgcsucS,5173627y,1979-43-45,invalid@example.com,non-correctable,00000000,non-correctable,1979-43-45,valid
